recipe_config_id,pipeline_recipe_id,feature_recipe_id,prescreen_recipe_id,prescreen_name,prescreen_methods,rank_aggregation,feature_size,model_spec_id,base_model_family,model_kind,model_params,inner_selection_rank,inner_oof_business_score,inner_oof_optimal_k,inner_oof_f1_score,inner_oof_roc_auc_score,selection_artifact,outer_fold,selected_features_text,selected_feature_count,status,error,duration_seconds,outer_business_score,outer_optimal_k,outer_tp_at_optimal_k,outer_fp_at_optimal_k,outer_gross_score,feature_penalty,outer_f1_score,outer_roc_auc_score,outer_n_predictions,outer_selected_rate,outer_threshold,outer_scoring_strategy,outer_max_targets,outer_gross_score_scale,outer_business_score_unscaled_rate_fold,outer_gross_score_unscaled_rate_fold
ps_mean_0007__k_006__extra_trees_small_deep04,ps_mean_0007__k_006__extra_trees_small_deep04,ps_mean_0007__k_006,ps_mean_0007,single__sparse_gam_spam,"[""sparse_gam_spam""]",mean_rank_score,6,extra_trees_small_deep04,extra_trees_small,classifier,"{""class_weight"": ""balanced"", ""max_depth"": 6, ""min_samples_leaf"": 20, ""n_estimators"": 400}",11,4931.25,999.0,0.4962790263665386,0.6937948294743939,round2_inner_oof_scores.csv,1,"var_175,var_214,var_254,var_341,var_379,var_482",6,ok,,0.5221888600208331,5325.0,198,153,45,6525.0,1200.0,0.44028776978417267,0.674100267609634,1000,0.198,0.5282154131914689,rate_matched_test_top1000_contact_rate_scaled_gross,200,5.0,105.0,1305.0
ps_mean_0005__k_006__extra_trees_small_deep02,ps_mean_0005__k_006__extra_trees_small_deep02,ps_mean_0005__k_006,ps_mean_0005,single__lightgbm_gain,"[""lightgbm_gain""]",mean_rank_score,6,extra_trees_small_deep02,extra_trees_small,classifier,"{""class_weight"": ""balanced"", ""max_depth"": 4, ""min_samples_leaf"": 12, ""n_estimators"": 320}",12,4930.0,998.2,0.4961539244265684,0.6924628436255523,round2_inner_oof_scores.csv,1,"var_159,var_190,var_214,var_254,var_341,var_379",6,ok,,0.391109977994347,5500.0,200,156,44,6700.0,1200.0,0.4476327116212338,0.6910128764635527,1000,0.2,0.521900406266094,rate_matched_test_top1000_contact_rate_scaled_gross,200,5.0,140.0,1340.0
ps_mean_0032__k_005__extra_trees_small_deep02,ps_mean_0032__k_005__extra_trees_small_deep02,ps_mean_0032__k_005,ps_mean_0032,pair__lightgbm_gain+sparse_gam_spam,"[""lightgbm_gain"", ""sparse_gam_spam""]",mean_rank_score,5,extra_trees_small_deep02,extra_trees_small,classifier,"{""class_weight"": ""balanced"", ""max_depth"": 4, ""min_samples_leaf"": 12, ""n_estimators"": 320}",1,4985.0,999.0,0.4897959183673469,0.6824120603015076,round2_inner_oof_scores.csv,2,"var_175,var_190,var_214,var_341,var_379",5,ok,,0.4772296409937553,4825.0,199,144,55,5825.0,1000.0,0.41379310344827586,0.6592837342144318,1000,0.199,0.5250308277664539,rate_matched_test_top1000_contact_rate_scaled_gross,200,5.0,165.0,1165.0
ps_mean_0007__k_006__extra_trees_small_deep01,ps_mean_0007__k_006__extra_trees_small_deep01,ps_mean_0007__k_006,ps_mean_0007,single__sparse_gam_spam,"[""sparse_gam_spam""]",mean_rank_score,6,extra_trees_small_deep01,extra_trees_small,classifier,"{""class_weight"": ""balanced"", ""max_depth"": 3, ""min_samples_leaf"": 8, ""n_estimators"": 320}",2,4972.5,999.0,0.4981182675758351,0.6912097692945731,round2_inner_oof_scores.csv,2,"var_175,var_190,var_214,var_341,var_379,var_482",6,ok,,0.4177520590019412,5275.0,200,153,47,6475.0,1200.0,0.43902439024390244,0.6893368161253806,1000,0.2,0.5148593393496176,rate_matched_test_top1000_contact_rate_scaled_gross,200,5.0,95.0,1295.0
ps_mean_0007__k_006__extra_trees_small_deep02,ps_mean_0007__k_006__extra_trees_small_deep02,ps_mean_0007__k_006,ps_mean_0007,single__sparse_gam_spam,"[""sparse_gam_spam""]",mean_rank_score,6,extra_trees_small_deep02,extra_trees_small,classifier,"{""class_weight"": ""balanced"", ""max_depth"": 4, ""min_samples_leaf"": 12, ""n_estimators"": 320}",3,4966.25,999.5,0.497867375471489,0.6938303312620817,round2_inner_oof_scores.csv,2,"var_175,var_190,var_214,var_341,var_379,var_482",6,ok,,0.409457191999536,5375.0,193,152,41,6575.0,1200.0,0.44189383070301286,0.6901248444944017,1000,0.193,0.5207154075933365,rate_matched_test_top1000_contact_rate_scaled_gross,200,5.0,115.0,1315.0
ps_mean_0052__k_006__extra_trees_small_deep01,ps_mean_0052__k_006__extra_trees_small_deep01,ps_mean_0052__k_006,ps_mean_0052,triple__mutual_info+lightgbm_gain+ebm,"[""mutual_info"", ""lightgbm_gain"", ""ebm""]",mean_rank_score,6,extra_trees_small_deep01,extra_trees_small,classifier,"{""class_weight"": ""balanced"", ""max_depth"": 3, ""min_samples_leaf"": 8, ""n_estimators"": 320}",4,4960.0,1000.0,0.4974924774322968,0.6785812412701357,round2_inner_oof_scores.csv,2,"var_159,var_190,var_254,var_264,var_308,var_379",6,ok,,0.3881946619949303,5200.0,200,152,48,6400.0,1200.0,0.43615494978479197,0.6731682340564259,1000,0.2,0.5144550468558566,rate_matched_test_top1000_contact_rate_scaled_gross,200,5.0,80.0,1280.0
ps_mean_0032__k_005__extra_trees_small_deep03,ps_mean_0032__k_005__extra_trees_small_deep03,ps_mean_0032__k_005,ps_mean_0032,pair__lightgbm_gain+sparse_gam_spam,"[""lightgbm_gain"", ""sparse_gam_spam""]",mean_rank_score,5,extra_trees_small_deep03,extra_trees_small,classifier,"{""class_weight"": ""balanced"", ""max_depth"": 5, ""min_samples_leaf"": 16, ""n_estimators"": 400}",5,4950.0,1000.0,0.4882943143812709,0.6835658391459787,round2_inner_oof_scores.csv,2,"var_175,var_190,var_214,var_341,var_379",5,ok,,0.5100466599978972,4875.0,200,145,55,5875.0,1000.0,0.4160688665710187,0.6617838242176719,1000,0.2,0.5302777707197874,rate_matched_test_top1000_contact_rate_scaled_gross,200,5.0,175.0,1175.0
ps_mean_0052__k_006__xgboost_classifier_deep04,ps_mean_0052__k_006__xgboost_classifier_deep04,ps_mean_0052__k_006,ps_mean_0052,triple__mutual_info+lightgbm_gain+ebm,"[""mutual_info"", ""lightgbm_gain"", ""ebm""]",mean_rank_score,6,xgboost_classifier_deep04,xgboost_classifier,classifier,"{""learning_rate"": 0.03, ""max_depth"": 3, ""min_child_weight"": 5.0, ""n_estimators"": 300, ""scale_pos_weight_multiplier"": 1.2}",6,4950.0,996.0,0.496823804747576,0.6884111903266041,round2_inner_oof_scores.csv,2,"var_159,var_190,var_254,var_264,var_308,var_379",6,ok,,0.1343710860237479,5500.0,200,156,44,6700.0,1200.0,0.4476327116212338,0.6895328231816346,1000,0.2,0.6784892678260803,rate_matched_test_top1000_contact_rate_scaled_gross,200,5.0,140.0,1340.0
ps_mean_0007__k_006__extra_trees_small_deep03,ps_mean_0007__k_006__extra_trees_small_deep03,ps_mean_0007__k_006,ps_mean_0007,single__sparse_gam_spam,"[""sparse_gam_spam""]",mean_rank_score,6,extra_trees_small_deep03,extra_trees_small,classifier,"{""class_weight"": ""balanced"", ""max_depth"": 5, ""min_samples_leaf"": 16, ""n_estimators"": 400}",7,4943.75,996.5,0.4968225465218888,0.6946439744846193,round2_inner_oof_scores.csv,2,"var_175,var_190,var_214,var_341,var_379,var_482",6,ok,,0.5383103089989163,5350.0,200,154,46,6550.0,1200.0,0.44189383070301286,0.6906128620630343,1000,0.2,0.5242723255470115,rate_matched_test_top1000_contact_rate_scaled_gross,200,5.0,110.0,1310.0
ps_mean_0007__k_006__extra_trees_small_deep08,ps_mean_0007__k_006__extra_trees_small_deep08,ps_mean_0007__k_006,ps_mean_0007,single__sparse_gam_spam,"[""sparse_gam_spam""]",mean_rank_score,6,extra_trees_small_deep08,extra_trees_small,classifier,"{""class_weight"": null, ""max_depth"": 5, ""min_samples_leaf"": 20, ""n_estimators"": 500}",8,4940.0,999.5,0.4966972824267853,0.6936157007692544,round2_inner_oof_scores.csv,2,"var_175,var_190,var_214,var_341,var_379,var_482",6,ok,,0.5773545720148832,5425.0,200,155,45,6625.0,1200.0,0.44476327116212333,0.6903288518386662,1000,0.2,0.5216584132738813,rate_matched_test_top1000_contact_rate_scaled_gross,200,5.0,125.0,1325.0
ps_mean_0032__k_005__extra_trees_small_deep05,ps_mean_0032__k_005__extra_trees_small_deep05,ps_mean_0032__k_005,ps_mean_0032,pair__lightgbm_gain+sparse_gam_spam,"[""lightgbm_gain"", ""sparse_gam_spam""]",mean_rank_score,5,extra_trees_small_deep05,extra_trees_small,classifier,"{""class_weight"": ""balanced"", ""max_depth"": 7, ""min_samples_leaf"": 24, ""n_estimators"": 500}",9,4935.0,1000.0,0.4876254180602007,0.6823578089452237,round2_inner_oof_scores.csv,2,"var_175,var_190,var_214,var_341,var_379",5,ok,,0.6781091199954972,5100.0,200,148,52,6100.0,1000.0,0.42467718794835013,0.6616438191774904,1000,0.2,0.5347848011936901,rate_matched_test_top1000_contact_rate_scaled_gross,200,5.0,220.0,1220.0
ps_mean_0005__k_006__extra_trees_small_deep03,ps_mean_0005__k_006__extra_trees_small_deep03,ps_mean_0005__k_006,ps_mean_0005,single__lightgbm_gain,"[""lightgbm_gain""]",mean_rank_score,6,extra_trees_small_deep03,extra_trees_small,classifier,"{""class_weight"": ""balanced"", ""max_depth"": 5, ""min_samples_leaf"": 16, ""n_estimators"": 400}",10,4932.0,996.6,0.4962859577031569,0.6937976732458543,round2_inner_oof_scores.csv,2,"var_175,var_190,var_214,var_254,var_341,var_379",6,ok,,0.5066802320070565,5200.0,197,151,46,6400.0,1200.0,0.43615494978479197,0.6999331975951134,1000,0.197,0.5256048072857281,rate_matched_test_top1000_contact_rate_scaled_gross,200,5.0,80.0,1280.0
ps_mean_0007__k_006__extra_trees_small_deep04,ps_mean_0007__k_006__extra_trees_small_deep04,ps_mean_0007__k_006,ps_mean_0007,single__sparse_gam_spam,"[""sparse_gam_spam""]",mean_rank_score,6,extra_trees_small_deep04,extra_trees_small,classifier,"{""class_weight"": ""balanced"", ""max_depth"": 6, ""min_samples_leaf"": 20, ""n_estimators"": 400}",11,4931.25,999.0,0.4962790263665386,0.6937948294743939,round2_inner_oof_scores.csv,2,"var_175,var_190,var_214,var_341,var_379,var_482",6,ok,,0.5293519090046175,5375.0,199,154,45,6575.0,1200.0,0.44252873563218387,0.6898048329739872,1000,0.199,0.5272479974017498,rate_matched_test_top1000_contact_rate_scaled_gross,200,5.0,115.0,1315.0
ps_mean_0005__k_006__extra_trees_small_deep02,ps_mean_0005__k_006__extra_trees_small_deep02,ps_mean_0005__k_006,ps_mean_0005,single__lightgbm_gain,"[""lightgbm_gain""]",mean_rank_score,6,extra_trees_small_deep02,extra_trees_small,classifier,"{""class_weight"": ""balanced"", ""max_depth"": 4, ""min_samples_leaf"": 12, ""n_estimators"": 320}",12,4930.0,998.2,0.4961539244265684,0.6924628436255523,round2_inner_oof_scores.csv,2,"var_175,var_190,var_214,var_254,var_341,var_379",6,ok,,0.4172007779998239,5275.0,200,153,47,6475.0,1200.0,0.43902439024390244,0.7005212187638754,1000,0.2,0.5217953906742925,rate_matched_test_top1000_contact_rate_scaled_gross,200,5.0,95.0,1295.0
ps_mean_0032__k_005__extra_trees_small_deep02,ps_mean_0032__k_005__extra_trees_small_deep02,ps_mean_0032__k_005,ps_mean_0032,pair__lightgbm_gain+sparse_gam_spam,"[""lightgbm_gain"", ""sparse_gam_spam""]",mean_rank_score,5,extra_trees_small_deep02,extra_trees_small,classifier,"{""class_weight"": ""balanced"", ""max_depth"": 4, ""min_samples_leaf"": 12, ""n_estimators"": 320}",1,4985.0,999.0,0.4897959183673469,0.6824120603015076,round2_inner_oof_scores.csv,3,"var_175,var_214,var_254,var_341,var_379",5,ok,,0.3935913780005649,5025.0,200,147,53,6025.0,1000.0,0.42120343839541546,0.688847021552345,1000,0.2,0.5252271199309874,rate_matched_test_top1000_contact_rate_scaled_gross,200,5.0,205.0,1205.0
ps_mean_0007__k_006__extra_trees_small_deep01,ps_mean_0007__k_006__extra_trees_small_deep01,ps_mean_0007__k_006,ps_mean_0007,single__sparse_gam_spam,"[""sparse_gam_spam""]",mean_rank_score,6,extra_trees_small_deep01,extra_trees_small,classifier,"{""class_weight"": ""balanced"", ""max_depth"": 3, ""min_samples_leaf"": 8, ""n_estimators"": 320}",2,4972.5,999.0,0.4981182675758351,0.6912097692945731,round2_inner_oof_scores.csv,3,"var_175,var_214,var_254,var_341,var_379,var_482",6,ok,,0.415099478996126,5575.0,200,157,43,6775.0,1200.0,0.4498567335243553,0.7046072737163793,1000,0.2,0.5198615186479942,rate_matched_test_top1000_contact_rate_scaled_gross,200,5.0,155.0,1355.0
ps_mean_0007__k_006__extra_trees_small_deep02,ps_mean_0007__k_006__extra_trees_small_deep02,ps_mean_0007__k_006,ps_mean_0007,single__sparse_gam_spam,"[""sparse_gam_spam""]",mean_rank_score,6,extra_trees_small_deep02,extra_trees_small,classifier,"{""class_weight"": ""balanced"", ""max_depth"": 4, ""min_samples_leaf"": 12, ""n_estimators"": 320}",3,4966.25,999.5,0.497867375471489,0.6938303312620817,round2_inner_oof_scores.csv,3,"var_175,var_214,var_254,var_341,var_379,var_482",6,ok,,0.4266574019857216,5475.0,198,155,43,6675.0,1200.0,0.44540229885057475,0.7050792812685003,1000,0.198,0.5242358883743187,rate_matched_test_top1000_contact_rate_scaled_gross,200,5.0,135.0,1335.0
ps_mean_0052__k_006__extra_trees_small_deep01,ps_mean_0052__k_006__extra_trees_small_deep01,ps_mean_0052__k_006,ps_mean_0052,triple__mutual_info+lightgbm_gain+ebm,"[""mutual_info"", ""lightgbm_gain"", ""ebm""]",mean_rank_score,6,extra_trees_small_deep01,extra_trees_small,classifier,"{""class_weight"": ""balanced"", ""max_depth"": 3, ""min_samples_leaf"": 8, ""n_estimators"": 320}",4,4960.0,1000.0,0.4974924774322968,0.6785812412701357,round2_inner_oof_scores.csv,3,"var_159,var_175,var_226,var_254,var_341,var_379",6,ok,,0.3951538240071386,4750.0,200,146,54,5950.0,1200.0,0.41833810888252143,0.6766508264132227,1000,0.2,0.5171090167332522,rate_matched_test_top1000_contact_rate_scaled_gross,200,5.0,-10.0,1190.0
ps_mean_0032__k_005__extra_trees_small_deep03,ps_mean_0032__k_005__extra_trees_small_deep03,ps_mean_0032__k_005,ps_mean_0032,pair__lightgbm_gain+sparse_gam_spam,"[""lightgbm_gain"", ""sparse_gam_spam""]",mean_rank_score,5,extra_trees_small_deep03,extra_trees_small,classifier,"{""class_weight"": ""balanced"", ""max_depth"": 5, ""min_samples_leaf"": 16, ""n_estimators"": 400}",5,4950.0,1000.0,0.4882943143812709,0.6835658391459787,round2_inner_oof_scores.csv,3,"var_175,var_214,var_254,var_341,var_379",5,ok,,0.5370654340076726,4900.0,196,144,52,5900.0,1000.0,0.41547277936962757,0.6900950415206644,1000,0.196,0.5317809273971714,rate_matched_test_top1000_contact_rate_scaled_gross,200,5.0,180.0,1180.0
ps_mean_0052__k_006__xgboost_classifier_deep04,ps_mean_0052__k_006__xgboost_classifier_deep04,ps_mean_0052__k_006,ps_mean_0052,triple__mutual_info+lightgbm_gain+ebm,"[""mutual_info"", ""lightgbm_gain"", ""ebm""]",mean_rank_score,6,xgboost_classifier_deep04,xgboost_classifier,classifier,"{""learning_rate"": 0.03, ""max_depth"": 3, ""min_child_weight"": 5.0, ""n_estimators"": 300, ""scale_pos_weight_multiplier"": 1.2}",6,4950.0,996.0,0.496823804747576,0.6884111903266041,round2_inner_oof_scores.csv,3,"var_159,var_175,var_226,var_254,var_341,var_379",6,ok,,0.1139722600055392,4675.0,200,145,55,5875.0,1200.0,0.41547277936962757,0.6772588361413783,1000,0.2,0.7071025371551514,rate_matched_test_top1000_contact_rate_scaled_gross,200,5.0,-25.0,1175.0
ps_mean_0007__k_006__extra_trees_small_deep03,ps_mean_0007__k_006__extra_trees_small_deep03,ps_mean_0007__k_006,ps_mean_0007,single__sparse_gam_spam,"[""sparse_gam_spam""]",mean_rank_score,6,extra_trees_small_deep03,extra_trees_small,classifier,"{""class_weight"": ""balanced"", ""max_depth"": 5, ""min_samples_leaf"": 16, ""n_estimators"": 400}",7,4943.75,996.5,0.4968225465218888,0.6946439744846193,round2_inner_oof_scores.csv,3,"var_175,var_214,var_254,var_341,var_379,var_482",6,ok,,0.5058887469931506,5525.0,199,156,43,6725.0,1200.0,0.44763271162123386,0.706043296692747,1000,0.199,0.5293642263967407,rate_matched_test_top1000_contact_rate_scaled_gross,200,5.0,145.0,1345.0
ps_mean_0007__k_006__extra_trees_small_deep08,ps_mean_0007__k_006__extra_trees_small_deep08,ps_mean_0007__k_006,ps_mean_0007,single__sparse_gam_spam,"[""sparse_gam_spam""]",mean_rank_score,6,extra_trees_small_deep08,extra_trees_small,classifier,"{""class_weight"": null, ""max_depth"": 5, ""min_samples_leaf"": 20, ""n_estimators"": 500}",8,4940.0,999.5,0.4966972824267853,0.6936157007692544,round2_inner_oof_scores.csv,3,"var_175,var_214,var_254,var_341,var_379,var_482",6,ok,,0.5879593510180712,5500.0,200,156,44,6700.0,1200.0,0.4469914040114613,0.7045832733323734,1000,0.2,0.5256146212024791,rate_matched_test_top1000_contact_rate_scaled_gross,200,5.0,140.0,1340.0
ps_mean_0032__k_005__extra_trees_small_deep05,ps_mean_0032__k_005__extra_trees_small_deep05,ps_mean_0032__k_005,ps_mean_0032,pair__lightgbm_gain+sparse_gam_spam,"[""lightgbm_gain"", ""sparse_gam_spam""]",mean_rank_score,5,extra_trees_small_deep05,extra_trees_small,classifier,"{""class_weight"": ""balanced"", ""max_depth"": 7, ""min_samples_leaf"": 24, ""n_estimators"": 500}",9,4935.0,1000.0,0.4876254180602007,0.6823578089452237,round2_inner_oof_scores.csv,3,"var_175,var_214,var_254,var_341,var_379",5,ok,,0.7135056010156404,5100.0,200,148,52,6100.0,1000.0,0.4240687679083095,0.6881710107361717,1000,0.2,0.537059941866497,rate_matched_test_top1000_contact_rate_scaled_gross,200,5.0,220.0,1220.0
ps_mean_0005__k_006__extra_trees_small_deep03,ps_mean_0005__k_006__extra_trees_small_deep03,ps_mean_0005__k_006,ps_mean_0005,single__lightgbm_gain,"[""lightgbm_gain""]",mean_rank_score,6,extra_trees_small_deep03,extra_trees_small,classifier,"{""class_weight"": ""balanced"", ""max_depth"": 5, ""min_samples_leaf"": 16, ""n_estimators"": 400}",10,4932.0,996.6,0.4962859577031569,0.6937976732458543,round2_inner_oof_scores.csv,3,"var_159,var_214,var_226,var_254,var_341,var_379",6,ok,,0.5220133080147207,4975.0,200,149,51,6175.0,1200.0,0.4269340974212034,0.6781548504776076,1000,0.2,0.5234470975334227,rate_matched_test_top1000_contact_rate_scaled_gross,200,5.0,35.0,1235.0
ps_mean_0007__k_006__extra_trees_small_deep04,ps_mean_0007__k_006__extra_trees_small_deep04,ps_mean_0007__k_006,ps_mean_0007,single__sparse_gam_spam,"[""sparse_gam_spam""]",mean_rank_score,6,extra_trees_small_deep04,extra_trees_small,classifier,"{""class_weight"": ""balanced"", ""max_depth"": 6, ""min_samples_leaf"": 20, ""n_estimators"": 400}",11,4931.25,999.0,0.4962790263665386,0.6937948294743939,round2_inner_oof_scores.csv,3,"var_175,var_214,var_254,var_341,var_379,var_482",6,ok,,0.5364367580041289,5575.0,200,157,43,6775.0,1200.0,0.4498567335243553,0.7040592649482392,1000,0.2,0.5321228042819015,rate_matched_test_top1000_contact_rate_scaled_gross,200,5.0,155.0,1355.0
